,fold,decision_tree_recall_x,svm_recall_x,group,decision_tree_recall_y,svm_recall_y,decision_tree_recall_x,svm_recall_x,decision_tree_recall_y,svm_recall_y,decision_tree_recall,svm_recall
0,Fold-0,0.7405462184873951,0.6764705882352942,games.csv,0.7521008403361344,0.7111344537815126,0.7521008403361344,0.7878151260504203,0.6334033613445378,0.8350840336134454,0.6039915966386555,0.7941176470588236
1,Fold-1,0.7111344537815126,0.6880252100840336,games.csv,0.6754201680672269,0.7468487394957983,0.6460084033613445,0.7762605042016807,0.6523109243697479,0.7174369747899159,0.5630252100840336,0.6880252100840336
2,Fold-2,0.6039915966386555,0.6869747899159664,games.csv,0.592436974789916,0.7521008403361344,0.6218487394957983,0.7111344537815126,0.5577731092436975,0.6701680672268908,0.569327731092437,0.6113445378151261
3,Fold-3,0.6334033613445378,0.7174369747899159,games.csv,0.6449579831932774,0.7584033613445378,0.6449579831932774,0.6995798319327731,0.6218487394957983,0.7878151260504203,0.657563025210084,0.7762605042016807
4,Fold-4,0.6087962962962963,0.6886574074074074,games.csv,0.5902777777777778,0.6643518518518519,0.5590277777777778,0.7326388888888888,0.5960648148148149,0.7627314814814814,0.6331018518518519,0.7002314814814814
5,Fold-0,0.7115384615384616,0.8782051282051282,mdwe.csv,0.7115384615384616,0.7115384615384616,0.8461538461538461,0.8333333333333333,0.8846153846153846,0.8012820512820513,0.7307692307692308,0.8782051282051282
6,Fold-1,0.7115384615384616,0.6666666666666666,mdwe.csv,0.7948717948717949,0.6666666666666666,0.5064102564102564,0.75,0.7179487179487181,0.8333333333333333,0.6666666666666666,0.6666666666666666
7,Fold-2,0.8333333333333333,0.9230769230769232,mdwe.csv,0.6025641025641025,0.8333333333333333,0.7179487179487181,0.8333333333333333,0.7179487179487181,0.8397435897435898,0.6282051282051282,0.7948717948717949
8,Fold-3,0.608974358974359,0.6346153846153846,mdwe.csv,0.5256410256410257,0.75,0.5641025641025641,0.6666666666666666,0.4871794871794872,0.8333333333333333,0.5256410256410257,0.8333333333333333
9,Fold-4,0.7948717948717949,0.75,mdwe.csv,0.75,0.75,0.7948717948717949,0.75,0.7564102564102564,0.9166666666666669,0.7115384615384616,0.75
10,Fold-0,0.6078947368421053,0.6412280701754386,pair.csv,0.6078947368421053,0.6342105263157896,0.6824561403508771,0.6403508771929824,0.6421052631578947,0.6070175438596491,0.6289473684210527,0.6333333333333333
11,Fold-1,0.7692982456140351,0.8008771929824561,pair.csv,0.7692982456140351,0.7938596491228069,0.7807017543859649,0.7736842105263158,0.7008771929824562,0.7736842105263158,0.7543859649122806,0.7070175438596491
12,Fold-2,0.8473684210526315,0.7543859649122806,pair.csv,0.7885964912280702,0.8473684210526315,0.7473684210526316,0.8403508771929824,0.6473684210526316,0.8201754385964912,0.6605263157894736,0.7868421052631579
13,Fold-3,0.5210526315789473,0.7675438596491229,pair.csv,0.5210526315789473,0.7473684210526316,0.6210526315789473,0.7342105263157894,0.7412280701754386,0.7271929824561403,0.7412280701754386,0.6736842105263158
14,Fold-4,0.637218045112782,0.7969924812030075,pair.csv,0.637218045112782,0.862781954887218,0.6278195488721805,0.7744360902255639,0.7199248120300752,0.7293233082706767,0.6052631578947368,0.7951127819548872
15,Fold-0,0.75,0.5833333333333334,testing.csv,0.8782051282051282,0.6666666666666666,0.8782051282051282,0.5756410256410257,0.8782051282051282,0.6666666666666666,0.8782051282051282,0.5833333333333334
16,Fold-1,0.726923076923077,0.6666666666666666,testing.csv,0.7948717948717949,0.8333333333333333,0.7948717948717949,0.8333333333333333,0.7948717948717949,0.75,0.7948717948717949,0.5
17,Fold-2,0.8179487179487179,0.75,testing.csv,0.8102564102564103,0.75,0.8102564102564103,0.75,0.8102564102564103,0.75,0.8102564102564103,0.75
18,Fold-3,0.7192307692307692,0.5833333333333334,testing.csv,0.8025641025641026,0.5833333333333334,0.8025641025641026,0.8333333333333333,0.8025641025641026,0.5833333333333334,0.8025641025641026,0.5833333333333334
19,Fold-4,0.5756410256410257,0.5833333333333334,testing.csv,0.6884615384615385,0.5833333333333334,0.6884615384615385,0.5756410256410257,0.6884615384615385,0.5833333333333334,0.6884615384615385,0.5
20,Fold-0,0.8772609819121446,0.5,illiterate.csv,0.8772609819121446,0.5555555555555556,0.821705426356589,0.5,0.821705426356589,0.5555555555555556,0.821705426356589,0.5555555555555556
21,Fold-1,0.8168604651162791,0.8125,illiterate.csv,0.8168604651162791,0.6875,0.8168604651162791,0.6875,0.8168604651162791,0.7383720930232558,0.8168604651162791,0.7383720930232558
22,Fold-2,0.7659883720930232,0.6875,illiterate.csv,0.7034883720930232,0.6875,0.7659883720930232,0.625,0.7776162790697674,0.6875,0.7151162790697674,0.6875
23,Fold-3,0.8909883720930232,0.9142441860465116,illiterate.csv,0.8909883720930232,0.9142441860465116,0.8677325581395349,0.9142441860465116,0.8909883720930232,0.9142441860465116,0.8909883720930232,0.9258720930232558
24,Fold-4,0.8793604651162791,0.8125,illiterate.csv,0.8793604651162791,0.875,0.9418604651162792,0.8125,0.9418604651162792,0.8633720930232558,0.8793604651162791,0.7892441860465116
25,Fold-0,0.6938202247191011,0.7387640449438202,ontologies.csv,0.6994382022471911,0.65,0.6994382022471911,0.7219101123595506,0.6994382022471911,0.6387640449438202,0.7050561797752809,0.5887640449438202
26,Fold-1,0.7882022471910113,0.5887640449438202,ontologies.csv,0.799438202247191,0.5887640449438202,0.799438202247191,0.6831460674157304,0.799438202247191,0.6387640449438202,0.799438202247191,0.5887640449438202
27,Fold-2,0.9213483146067416,0.5387016229712859,ontologies.csv,0.9325842696629214,0.6666666666666666,0.9382022471910112,0.766541822721598,0.9382022471910112,0.7166042446941323,0.9382022471910112,0.6610486891385767
28,Fold-3,0.9494382022471909,0.7777777777777778,ontologies.csv,0.9269662921348314,0.7777777777777778,0.9494382022471909,0.8888888888888888,0.9494382022471909,0.9444444444444444,0.9494382022471909,0.7777777777777778
29,Fold-4,0.8352272727272727,0.6054292929292929,ontologies.csv,0.8251262626262625,0.6382575757575758,0.836489898989899,0.9217171717171716,0.836489898989899,0.821969696969697,0.836489898989899,0.7720959595959596
30,Fold-0,0.5,0.8333333333333333,slr.csv,0.5,0.8333333333333333,0.5,1.0,0.5,0.5,0.5,0.8333333333333333
31,Fold-1,0.5,1.0,slr.csv,0.5,1.0,0.5,1.0,0.5,0.9,0.5,1.0
32,Fold-2,0.5,0.6666666666666666,slr.csv,0.5,0.6666666666666666,0.5,0.6666666666666666,0.5,0.5,0.5,0.6666666666666666
33,Fold-3,0.5,0.8333333333333333,slr.csv,0.5,0.8333333333333333,0.5,1.0,0.5,1.0,0.5,1.0
34,Fold-4,0.5,0.5,slr.csv,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.75
35,Fold-0,0.9791666666666669,0.7395833333333333,xbi.csv,0.9583333333333331,0.7395833333333333,0.9583333333333331,0.7395833333333333,0.9375,0.7395833333333333,0.9583333333333331,0.7395833333333333
36,Fold-1,0.90625,0.7395833333333333,xbi.csv,0.875,0.7395833333333333,0.875,0.7395833333333333,0.875,0.7395833333333333,0.875,0.75
37,Fold-2,0.8630319148936171,0.8018617021276595,xbi.csv,0.8523936170212766,0.8018617021276595,0.8523936170212766,0.8018617021276595,0.9148936170212766,0.8018617021276595,0.8523936170212766,0.8018617021276595
38,Fold-3,0.8537234042553192,0.8018617021276595,xbi.csv,0.8537234042553192,0.8018617021276595,0.8537234042553192,0.8018617021276595,0.8537234042553192,0.8018617021276595,0.8537234042553192,0.8018617021276595
39,Fold-4,0.9574468085106382,1.0,xbi.csv,0.9574468085106382,1.0,0.9574468085106382,1.0,0.9255319148936171,1.0,0.9574468085106382,0.8571428571428572
